-75.33150       4.95217        6.11    13
-75.32600       4.96817        5.15    11
-75.33083       4.95917        6.10    11
-75.30267       4.89433        1.27    9
-75.31184       4.88117        3.15    11
-75.33583       4.95450        7.63    11
-75.31000       4.89800        3.30    7
-75.42050       4.93800        12.99   9
-75.32367       4.88500        1.89    11
-75.31233       4.88000        2.65    12
-75.32433       4.87650        4.00    11
-75.32767       4.89017        1.54    8
-75.32450       4.87683        3.90    8
-75.31966       4.89983        2.65    9
-75.33117       4.87050        3.62    10
-75.32283       4.88900        1.17    8
-75.32233       4.89517        0.26    9
-75.32567       4.89233        1.36    10
-75.31350       4.87883        2.87    13
-75.31866       4.90917        3.52    10
-75.29816       4.83633        12.32   12
-75.34834       4.88933        4.62    9
-75.32833       4.88983        1.99    10
-75.27316       4.68483        9.52    12
-75.27316       4.68483        9.52    12
-75.32217       4.89483        0.46    9
-75.36066       4.88633        5.54    10
-75.36066       4.88883        4.97    11
-75.35817       4.88650        5.17    12
-75.35683       4.88900        5.16    11
-75.33250       4.89117        1.98    5
-75.33517       4.89050        2.50    5
