           4   5.00000007E-02
   6.34999990       1.14499915            1551
   6.34999990       1.53999877            1552
   6.34999990       4.00000000               0
   6.45000029       0.00000000               0
   6.45000029      0.434999734            1553
   6.45000029      0.559999645            1554
   6.45000029      0.809999406            1555
   6.45000029       1.20499909            1556
   6.45000029       2.38000703            1557
   6.45000029       4.00000000               0
   6.55000019       0.00000000               0
   6.55000019      0.434999734            1558
   6.55000019      0.634999573            1559
   6.55000019       1.01499927            1560
   6.55000019       1.28999901            1561
   6.55000019       4.00000000               0
   6.65000010       0.00000000               0
   6.65000010      0.454999715            1562
   6.65000010      0.744999468            1563
   6.65000010       1.07499921            1564
   6.65000010       1.30999899            1565
   6.65000010       4.00000000               0
   6.75000000       0.00000000               0
   6.75000000      0.634999573            1566
   6.75000000      0.814999402            1567
   6.75000000       1.01999927            1568
   6.75000000       1.29499900            1569
   6.75000000       4.00000000               0
   6.84999990       0.00000000               0
   6.84999990      0.609999597            1570
   6.84999990      0.739999473            1571
   6.84999990      0.854999363            1572
   6.84999990      0.999999225            1573
   6.84999990       1.20499909            1574
   6.84999990       1.40999889            1575
   6.84999990       4.00000000               0
   6.95000029       0.00000000               0
   6.95000029      0.549999654            1576
   6.95000029      0.709999502            1577
   6.95000029      0.824999392            1578
   6.95000029      0.944999278            1579
   6.95000029       1.16999912            1580
   6.95000029       1.34499896            1581
   6.95000029       4.00000000               0
   7.05000019       0.00000000               0
   7.05000019      0.624999583            1582
   7.05000019      0.744999468            1583
   7.05000019      0.869999349            1584
   7.05000019      0.994999230            1585
   7.05000019       1.17499912            1586
   7.05000019       1.33499897            1587
   7.05000019       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010      0.704999506            1588
   7.15000010      0.849999368            1589
   7.15000010      0.974999249            1590
   7.15000010       1.12999916            1591
   7.15000010       1.26499903            1592
   7.15000010       1.42999887            1593
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.744999468            1594
   7.25000000      0.994999230            1595
   7.25000000       1.15499914            1596
